seq_num,gap,hidden_size,num_layer,ACC,train_size,val_size
30,3,32,1,68.4310618066561,4598,3155
30,3,32,2,69.38193343898574,4598,3155
30,3,32,3,69.38193343898574,4598,3155
30,3,64,1,68.24088748019017,4598,3155
30,3,64,2,68.71632329635499,4598,3155
30,3,64,3,68.52614896988906,4598,3155
30,3,128,1,69.38193343898574,4598,3155
30,3,128,2,69.4136291600634,4598,3155
30,3,128,3,69.8256735340729,4598,3155
30,3,256,1,68.74801901743264,4598,3155
30,3,256,2,68.27258320126784,4598,3155
30,3,256,3,69.16006339144215,4598,3155
30,5,32,1,68.39936608557845,2760,3155
30,5,32,2,68.84310618066561,2760,3155
30,5,32,3,68.62123613312203,2760,3155
30,5,64,1,68.24088748019017,2760,3155
30,5,64,2,68.39936608557845,2760,3155
30,5,64,3,68.81141045958796,2760,3155
30,5,128,1,68.30427892234549,2760,3155
30,5,128,2,67.54358161648177,2760,3155
30,5,128,3,68.0824088748019,2760,3155
30,5,256,1,68.74801901743264,2760,3155
30,5,256,2,68.33597464342314,2760,3155
30,5,256,3,68.0824088748019,2760,3155
30,10,32,1,65.35657686212362,1374,3155
30,10,32,2,67.06814580031696,1374,3155
30,10,32,3,67.29001584786054,1374,3155
30,10,64,1,65.80031695721078,1374,3155
30,10,64,2,66.65610142630744,1374,3155
30,10,64,3,67.63866877971473,1374,3155
30,10,128,1,64.84944532488115,1374,3155
30,10,128,2,66.08557844690966,1374,3155
30,10,128,3,66.71949286846275,1374,3155
30,10,256,1,64.84944532488115,1374,3155
30,10,256,2,65.26148969889066,1374,3155
30,10,256,3,66.37083993660856,1374,3155
50,3,32,1,71.38253303254915,4599,3103
50,3,32,2,72.47824685787947,4599,3103
50,3,32,3,72.76828875281986,4599,3103
50,3,64,1,72.0592974540767,4599,3103
50,3,64,2,71.28585240090236,4599,3103
50,3,64,3,72.31711247180148,4599,3103
50,3,128,1,70.77022236545278,4599,3103
50,3,128,2,72.09152433129229,4599,3103
50,3,128,3,71.93038994521432,4599,3103
50,3,256,1,72.63938124395746,4599,3103
50,3,256,2,71.76925555913633,4599,3103
50,3,256,3,72.25265871737028,4599,3103
50,5,32,1,71.38253303254915,2760,3103
50,5,32,2,73.02610377054464,2760,3103
50,5,32,3,71.83370931356751,2760,3103
50,5,64,1,71.02803738317758,2760,3103
50,5,64,2,71.38253303254915,2760,3103
50,5,64,3,71.41475990976474,2760,3103
50,5,128,1,71.18917176925557,2760,3103
50,5,128,2,70.80244924266839,2760,3103
50,5,128,3,71.44698678698035,2760,3103
50,5,256,1,71.64034805027393,2760,3103
50,5,256,2,70.86690299709959,2760,3103
50,5,256,3,72.73606187560425,2760,3103
50,10,32,1,70.77022236545278,1374,3103
50,10,32,2,71.09249113760876,1374,3103
50,10,32,3,71.47921366419594,1374,3103
50,10,64,1,70.48018047051241,1374,3103
50,10,64,2,70.99581050596197,1374,3103
50,10,64,3,71.64034805027393,1374,3103
50,10,128,1,69.61005478569126,1374,3103
50,10,128,2,70.38349983886562,1374,3103
50,10,128,3,71.22139864647116,1374,3103
50,10,256,1,69.80341604898486,1374,3103
50,10,256,2,70.60908797937479,1374,3103
50,10,256,3,70.54463422494361,1374,3103
80,3,32,1,73.75699703654922,4599,3037
80,3,32,2,73.822851498189,4599,3037
80,3,32,3,74.58017780704643,4599,3037
80,3,64,1,73.822851498189,4599,3037
80,3,64,2,74.97530457688508,4599,3037
80,3,64,3,74.15212380638788,4599,3037
80,3,128,1,74.51432334540665,4599,3037
80,3,128,2,73.75699703654922,4599,3037
80,3,128,3,74.119196575568,4599,3037
80,3,256,1,74.58017780704643,4599,3037
80,3,256,2,73.822851498189,4599,3037
80,3,256,3,73.72406980572934,4599,3037
